Dates,AMZN,NFLX,TSLA
2021-06-07,0.009125184758373586,0.009224945816416894,0.05833616876488615
2021-06-08,0.011071588056851546,0.00944242770322644,0.0030137956370611886
2021-06-09,0.0016017052375152919,-0.011367111836068894,0.007742743787847135
2021-06-10,0.005061777720367545,0.008662000823384046,-0.0012300001644386025
2021-06-11,-0.0010400695770682645,-0.0035099175577504435,0.008472057074910814
2021-06-15,-0.0005334123573863333,-0.010562252212566646,-0.01446763497294436
2021-06-16,0.00035906642728912347,-0.004035528877352387,0.003855437843636966
2021-06-17,0.01437358406404433,0.012855195980717193,0.01972430703977993
2021-06-18,0.0030881913989852074,0.009331306684920021,0.008807926480910106
2021-06-21,-0.00048578015142544987,-0.003616817200863245,-0.010172842655781613
2021-06-22,0.012116445110190274,0.020261306532663285,0.011123686337914301
2021-06-23,-0.003878132118450994,0.009439522228552471,0.020865060051809346
2021-06-24,-0.007049116516412407,-0.006998083400868817,0.03289806359499094
2021-06-25,-0.015399781448568137,0.0030764861794774704,-0.012035130356324239
2021-06-28,0.0016725195102910402,-0.0052621652206715904,0.02276751834050082
2021-06-29,-0.0018085075451400733,-0.0033103863371327373,-0.004339002846923269
2021-06-30,0.006232311064021323,-0.0024206259851384145,0.009465894937357935
2021-07-01,-0.0034792061480509047,0.011514644987273509,-0.004492504702817048
2021-07-02,0.0014346495397527818,-0.0084505993596902,-0.00365606554488576
2021-07-06,0.022548829032885107,0.011369387946386617,-0.03898476118049654
2021-07-07,-0.0046551039890164415,-0.010432987410370258,-0.023799462738824637
2021-07-08,0.0049549672862656815,0.000977921540602516,0.027442883046959292
2021-07-09,0.002678470582540469,0.008598095597246998,-0.006080555936542783
2021-07-12,-0.011032483496653932,-0.0047369594293358375,0.024045681372128067
2021-07-13,0.011858219056195775,0.01268180040596649,-0.009857053836131285
